"Label (Grouping)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone, not Hispanic or Latino","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","FAMILIES","FAMILIES!!Families","FAMILIES!!Families!!With own children of householder under 18 years","FAMILIES!!Families!!With no own children of householder under 18 years","FAMILIES!!Families!!Married-couple families","FAMILIES!!Families!!Married-couple families!!With own children under 18 years","FAMILIES!!Families!!Female householder, no spouse present","FAMILIES!!Families!!Female householder, no spouse present!!With own children under 18 years","FAMILIES!!Families!!Male householder, no spouse present","FAMILIES!!Families!!Male householder, no spouse present!!With own children under 18 years","FAMILY INCOME BY FAMILY SIZE","FAMILY INCOME BY FAMILY SIZE!!2-person families","FAMILY INCOME BY FAMILY SIZE!!3-person families","FAMILY INCOME BY FAMILY SIZE!!4-person families","FAMILY INCOME BY FAMILY SIZE!!5-person families","FAMILY INCOME BY FAMILY SIZE!!6-person families","FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","FAMILY INCOME BY NUMBER OF EARNERS","FAMILY INCOME BY NUMBER OF EARNERS!!No earners","FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","NONFAMILY HOUSEHOLDS","NONFAMILY HOUSEHOLDS!!Nonfamily households","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"        Estimate","","304","","99.7%","0.0%","0.0%","0.0%","0.0%","0.3%","0.0%","2.6%","97.4%","","0.0%","18.4%","47.4%","34.2%","","253","16.6%","83.4%","92.9%","16.6%","7.1%","0.0%","0.0%","0.0%","","71.5%","21.3%","4.0%","3.2%","0.0%","0.0%","","13.4%","11.9%","71.5%","3.2%","","51","62.7%","56.9%","5.9%","37.3%","7.8%","29.4%"
"        Margin of Error","","±109","","±0.7","±13.7","±13.7","±13.7","±13.7","±0.7","±13.7","±3.7","±3.7","","±13.7","±16.8","±21.2","±18.1","","±101","±17.2","±17.2","±9.9","±17.2","±9.9","±16.2","±16.2","±16.2","","±20.1","±18.3","±7.4","±5.2","±16.2","±16.2","","±13.3","±12.5","±20.1","±5.2","","±41","±40.1","±41.2","±12.1","±40.1","±12.4","±39.5"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","88,750","","88,795","-","-","-","-","-","-","60,833","89,107","","-","71,098","92,446","64,318","","89,688","91,442","88,348","89,152","91,442","-","-","-","-","","82,404","-","-","-","-","-","","63,182","232,500","89,955","-","","60,625","-","-","-","90,917","-","-"
"        Margin of Error","","±18,043","","±17,946","**","**","**","**","**","**","±27,228","±16,129","","**","±562","±92,048","±35,583","","±28,004","±49,431","±42,201","±21,482","±49,431","**","**","**","**","","±38,272","**","**","**","**","**","","±11,303","±151,482","±36,256","**","","±52,504","**","**","**","±42,231","**","**"
"ZCTA5 78664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","21,034","","14,970","2,853","10","1,159","0","560","1,482","5,769","10,700","","660","9,765","8,046","2,563","","14,620","7,355","7,265","10,902","5,417","3,047","1,637","671","301","","5,562","3,545","3,727","1,399","179","208","","915","4,183","7,057","2,465","","6,414","3,020","2,398","622","3,394","2,611","783"
"        Margin of Error","","±976","","±708","±787","±16","±342","±33","±214","±407","±574","±746","","±212","±909","±626","±409","","±865","±565","±774","±891","±483","±533","±394","±217","±171","","±711","±486","±502","±305","±79","±113","","±233","±542","±782","±418","","±810","±465","±420","±271","±764","±744","±195"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","21,034","","71.2%","13.6%","0.0%","5.5%","0.0%","2.7%","7.0%","27.4%","50.9%","","3.1%","46.4%","38.3%","12.2%","","14,620","50.3%","49.7%","74.6%","37.1%","20.8%","11.2%","4.6%","2.1%","","38.0%","24.2%","25.5%","9.6%","1.2%","1.4%","","6.3%","28.6%","48.3%","16.9%","","6,414","47.1%","37.4%","9.7%","52.9%","40.7%","12.2%"
"        Margin of Error","","±976","","±3.4","±3.5","±0.1","±1.6","±0.2","±1.0","±1.9","±2.7","±3.3","","±1.0","±3.2","±2.9","±1.9","","±865","±3.6","±3.6","±3.7","±3.1","±3.6","±2.8","±1.4","±1.1","","±3.5","±3.0","±3.4","±2.1","±0.5","±0.8","","±1.6","±3.3","±4.3","±2.7","","±810","±7.4","±6.8","±4.2","±7.4","±8.3","±3.0"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","77,679","","81,464","61,130","-","87,043","-","57,734","75,900","70,645","88,161","","47,500","77,393","88,596","57,091","","90,282","86,051","94,688","101,734","102,635","44,913","36,865","66,192","33,932","","80,161","101,300","104,353","86,699","77,250","93,056","","38,903","65,282","100,435","113,019","","54,813","44,900","40,274","110,054","60,759","60,168","90,481"
"        Margin of Error","","±3,894","","±6,513","±3,027","**","±22,051","**","±7,458","±24,799","±9,145","±5,959","","±6,536","±5,221","±5,352","±7,997","","±4,148","±6,409","±12,929","±3,883","±2,841","±9,400","±6,007","±10,192","±29,281","","±10,215","±6,083","±6,411","±8,718","±31,479","±58,437","","±25,224","±11,274","±11,190","±9,143","","±7,001","±8,449","±5,885","±51,519","±3,898","±8,924","±26,082"
"ZCTA5 78669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","5,185","","4,427","272","5","392","0","3","86","347","4,194","","48","1,327","2,511","1,299","","4,383","1,663","2,720","4,167","1,540","130","90","86","33","","2,328","738","916","278","123","0","","702","1,244","2,172","265","","802","421","305","116","381","268","113"
"        Margin of Error","","±470","","±346","±292","±14","±138","±22","±5","±82","±133","±330","","±50","±219","±398","±218","","±419","±196","±405","±427","±196","±50","±44","±64","±30","","±414","±207","±181","±104","±79","±22","","±151","±246","±394","±105","","±211","±153","±124","±88","±147","±125","±69"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","5,185","","85.4%","5.2%","0.1%","7.6%","0.0%","0.1%","1.7%","6.7%","80.9%","","0.9%","25.6%","48.4%","25.1%","","4,383","37.9%","62.1%","95.1%","35.1%","3.0%","2.1%","2.0%","0.8%","","53.1%","16.8%","20.9%","6.3%","2.8%","0.0%","","16.0%","28.4%","49.6%","6.0%","","802","52.5%","38.0%","14.5%","47.5%","33.4%","14.1%"
"        Margin of Error","","±470","","±5.5","±5.4","±0.3","±2.5","±0.9","±0.1","±1.6","±2.4","±5.4","","±0.9","±4.0","±5.5","±3.9","","±419","±4.8","±4.8","±1.8","±4.8","±1.2","±1.0","±1.5","±0.7","","±6.1","±4.9","±4.1","±2.4","±1.8","±1.0","","±3.4","±5.4","±6.2","±2.5","","±211","±13.6","±12.8","±10.3","±13.6","±12.9","±8.0"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","133,673","","125,256","230,996","-","154,211","-","-","116,548","116,270","125,676","","-","152,266","139,707","93,125","","142,050","154,768","131,793","148,605","159,779","50,000","-","140,530","-","","129,063","148,690","154,276","200,938","159,256","-","","91,552","135,714","157,774","183,542","","58,971","-","39,821","101,765","59,485","58,873","-"
"        Margin of Error","","±9,013","","±9,343","±852","**","±57,620","**","**","±61,642","±17,537","±10,183","","**","±14,847","±20,200","±17,144","","±14,091","±25,493","±12,027","±16,109","±46,218","±38,373","**","±106,070","**","","±11,684","±24,367","±50,206","±93,910","±27,710","**","","±21,877","±25,021","±28,590","±93,513","","±11,604","**","±23,078","±83,138","±12,819","±14,127","**"
"ZCTA5 78701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,287","","6,164","174","2","527","0","46","374","923","5,431","","395","3,835","2,216","841","","2,145","130","2,015","1,970","112","44","0","131","18","","1,998","58","89","0","0","0","","188","530","1,408","19","","5,142","1,698","1,197","501","3,444","2,677","767"
"        Margin of Error","","±782","","±697","±109","±3","±250","±22","±44","±424","±421","±776","","±105","±713","±692","±195","","±706","±99","±712","±679","±97","±67","±22","±120","±30","","±718","±48","±95","±22","±22","±22","","±99","±255","±582","±30","","±651","±455","±383","±284","±666","±633","±318"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,287","","84.6%","2.4%","0.0%","7.2%","0.0%","0.6%","5.1%","12.7%","74.5%","","5.4%","52.6%","30.4%","11.5%","","2,145","6.1%","93.9%","91.8%","5.2%","2.1%","0.0%","6.1%","0.8%","","93.1%","2.7%","4.1%","0.0%","0.0%","0.0%","","8.8%","24.7%","65.6%","0.9%","","5,142","33.0%","23.3%","9.7%","67.0%","52.1%","14.9%"
"        Margin of Error","","±782","","±6.3","±1.5","±0.1","±3.3","±0.6","±0.6","±5.7","±6.0","±7.6","","±1.6","±7.9","±8.3","±2.9","","±706","±5.2","±5.2","±6.3","±5.0","±3.1","±2.1","±5.5","±1.5","","±5.8","±2.5","±4.8","±2.1","±2.1","±2.1","","±5.3","±9.6","±11.2","±1.4","","±651","±8.6","±7.7","±5.3","±8.6","±8.7","±6.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","127,782","","131,250","-","-","113,106","-","-","130,738","76,679","141,211","","21,615","130,224","146,131","107,548","","154,831","194,221","152,255","176,136","193,852","-","-","-","-","","152,143","187,727","-","-","-","-","","-","114,802","192,541","-","","109,024","81,838","80,165","128,750","122,458","120,688","149,214"
"        Margin of Error","","±18,021","","±22,234","**","**","±35,642","**","**","±73,867","±19,725","±15,900","","±11,784","±12,432","±70,316","±33,015","","±46,232","±90,325","±37,977","±47,552","±1,209","**","**","**","**","","±34,749","±111,217","**","**","**","**","","**","±88,482","±63,632","**","","±8,156","±39,036","±18,877","±104,288","±23,588","±23,558","±84,679"
"ZCTA5 78702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","10,513","","6,953","1,665","24","272","0","840","759","3,267","4,960","","323","5,737","2,605","1,848","","4,230","1,616","2,614","2,213","730","1,682","647","335","239","","2,171","964","575","262","145","113","","576","1,567","1,881","206","","6,283","2,360","1,623","737","3,923","2,407","1,516"
"        Margin of Error","","±579","","±466","±373","±22","±115","±26","±279","±378","±539","±437","","±146","±514","±345","±354","","±447","±282","±376","±315","±215","±373","±180","±150","±132","","±375","±240","±179","±135","±126","±67","","±295","±265","±238","±79","","±546","±378","±351","±172","±467","±344","±409"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","10,513","","66.1%","15.8%","0.2%","2.6%","0.0%","8.0%","7.2%","31.1%","47.2%","","3.1%","54.6%","24.8%","17.6%","","4,230","38.2%","61.8%","52.3%","17.3%","39.8%","15.3%","7.9%","5.7%","","51.3%","22.8%","13.6%","6.2%","3.4%","2.7%","","13.6%","37.0%","44.5%","4.9%","","6,283","37.6%","25.8%","11.7%","62.4%","38.3%","24.1%"
"        Margin of Error","","±579","","±4.1","±3.4","±0.2","±1.1","±0.4","±2.6","±3.4","±4.4","±4.0","","±1.4","±3.8","±3.1","±3.2","","±447","±5.6","±5.6","±6.8","±5.1","±6.6","±3.9","±3.4","±3.0","","±6.6","±5.0","±4.1","±3.1","±3.0","±1.5","","±6.2","±5.3","±5.2","±1.9","","±546","±5.1","±4.9","±2.7","±5.1","±5.5","±5.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","72,906","","94,740","16,598","-","108,529","-","40,286","102,405","41,165","117,931","","28,125","108,206","45,750","24,521","","70,506","44,435","74,839","111,145","110,216","27,962","15,994","48,527","41,960","","74,349","53,259","70,852","42,000","110,051","110,750","","-","34,232","110,925","103,594","","72,217","55,769","29,821","140,694","90,429","41,347","131,166"
"        Margin of Error","","±7,569","","±9,306","±4,497","**","±21,143","**","±21,322","±60,299","±12,428","±9,835","","±6,139","±8,619","±20,867","±6,776","","±12,739","±16,707","±16,371","±6,942","±27,267","±8,799","±6,546","±32,361","±14,572","","±34,146","±12,814","±25,921","±37,621","±35,237","±39,182","","**","±10,322","±6,563","±18,534","","±13,565","±11,099","±17,398","±15,731","±18,785","±15,065","±8,268"
"ZCTA5 78703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","9,478","","8,511","60","0","631","0","116","160","700","7,973","","214","4,313","3,314","1,637","","4,576","1,950","2,626","4,206","1,762","242","127","128","61","","2,471","652","1,077","313","63","0","","217","1,734","2,298","327","","4,902","2,510","1,945","565","2,392","1,859","533"
"        Margin of Error","","±770","","±686","±52","±26","±169","±26","±102","±83","±210","±686","","±89","±587","±461","±301","","±403","±338","±304","±388","±325","±121","±77","±59","±38","","±312","±151","±274","±95","±49","±26","","±83","±262","±351","±231","","±632","±503","±353","±353","±352","±310","±178"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","9,478","","89.8%","0.6%","0.0%","6.7%","0.0%","1.2%","1.7%","7.4%","84.1%","","2.3%","45.5%","35.0%","17.3%","","4,576","42.6%","57.4%","91.9%","38.5%","5.3%","2.8%","2.8%","1.3%","","54.0%","14.2%","23.5%","6.8%","1.4%","0.0%","","4.7%","37.9%","50.2%","7.1%","","4,902","51.2%","39.7%","11.5%","48.8%","37.9%","10.9%"
"        Margin of Error","","±770","","±1.8","±0.6","±0.5","±1.6","±0.5","±1.1","±0.9","±2.2","±2.4","","±1.0","±4.1","±3.8","±3.3","","±403","±5.6","±5.6","±2.6","±5.5","±2.5","±1.6","±1.3","±0.8","","±5.6","±3.2","±5.1","±2.0","±1.1","±1.0","","±1.8","±5.8","±6.3","±4.7","","±632","±6.1","±6.3","±6.3","±6.1","±5.3","±3.7"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","108,065","","119,003","182,708","-","37,645","-","75,847","140,286","75,678","122,995","","42,885","91,511","146,200","118,533","","181,875","200,583","170,909","183,981","197,181","-","-","213,214","250,000+","","177,617","169,917","205,208","250,000+","-","-","","131,458","183,000","196,529","99,767","","66,551","65,383","65,374","67,639","70,787","54,727","167,569"
"        Margin of Error","","±18,452","","±18,245","±16,741","**","±6,637","**","±64,953","±37,382","±23,725","±18,568","","±25,575","±23,905","±21,909","±20,607","","±26,197","±37,495","±29,285","±27,999","±42,544","**","**","±176,254","***","","±32,570","±31,314","±91,914","***","**","**","","±62,021","±47,316","±22,914","±93,384","","±9,562","±8,546","±21,414","±46,166","±19,406","±13,729","±93,267"
"ZCTA5 78704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","26,471","","22,150","1,002","114","787","37","367","2,014","5,171","18,268","","2,164","15,069","6,434","2,804","","9,145","3,880","5,265","6,661","2,500","1,877","1,151","607","229","","5,090","2,610","1,074","315","26","30","","472","2,803","5,413","457","","17,326","8,593","6,393","2,200","8,733","6,443","2,290"
"        Margin of Error","","±1,155","","±1,005","±353","±76","±208","±48","±154","±554","±584","±998","","±526","±937","±641","±300","","±852","±637","±557","±748","±510","±484","±405","±192","±124","","±662","±494","±223","±141","±37","±32","","±176","±521","±711","±194","","±966","±751","±725","±410","±722","±660","±387"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","26,471","","83.7%","3.8%","0.4%","3.0%","0.1%","1.4%","7.6%","19.5%","69.0%","","8.2%","56.9%","24.3%","10.6%","","9,145","42.4%","57.6%","72.8%","27.3%","20.5%","12.6%","6.6%","2.5%","","55.7%","28.5%","11.7%","3.4%","0.3%","0.3%","","5.2%","30.7%","59.2%","5.0%","","17,326","49.6%","36.9%","12.7%","50.4%","37.2%","13.2%"
"        Margin of Error","","±1,155","","±2.2","±1.3","±0.3","±0.8","±0.2","±0.6","±2.0","±2.1","±2.8","","±1.9","±2.5","±2.2","±1.1","","±852","±4.7","±4.7","±4.8","±4.8","±4.6","±3.9","±2.2","±1.4","","±4.5","±4.5","±2.5","±1.5","±0.4","±0.3","","±1.9","±4.7","±5.3","±2.1","","±966","±3.2","±3.2","±2.4","±3.2","±3.2","±2.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","78,861","","78,571","55,326","139,706","89,943","-","60,509","86,875","61,367","84,626","","59,113","82,661","87,889","50,429","","123,322","114,624","124,944","156,086","177,500","42,140","37,109","68,422","-","","121,136","127,768","113,409","207,813","-","-","","42,788","67,668","155,518","143,114","","64,817","60,343","51,184","89,375","71,687","57,005","102,748"
"        Margin of Error","","±4,553","","±4,634","±25,227","±103,758","±23,188","**","±20,664","±25,728","±7,530","±5,682","","±20,400","±4,837","±22,418","±14,595","","±16,533","±32,211","±14,390","±7,455","±49,716","±9,398","±22,771","±20,463","**","","±23,366","±25,883","±45,340","±188,823","**","**","","±7,228","±21,857","±11,869","±43,115","","±4,691","±5,720","±6,851","±19,073","±8,325","±8,787","±8,505"
"ZCTA5 78705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,492","","5,940","260","44","1,502","0","175","571","1,386","4,862","","4,569","2,896","704","323","","1,468","432","1,036","988","365","317","55","163","12","","963","269","230","5","1","0","","87","486","800","95","","7,024","3,334","1,540","1,794","3,690","1,745","1,945"
"        Margin of Error","","±480","","±487","±113","±45","±209","±30","±95","±217","±380","±418","","±423","±339","±165","±101","","±268","±152","±252","±229","±150","±169","±51","±66","±20","","±224","±148","±122","±6","±8","±30","","±56","±213","±204","±101","","±393","±304","±249","±260","±384","±265","±299"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,492","","69.9%","3.1%","0.5%","17.7%","0.0%","2.1%","6.7%","16.3%","57.3%","","53.8%","34.1%","8.3%","3.8%","","1,468","29.4%","70.6%","67.3%","24.9%","21.6%","3.7%","11.1%","0.8%","","65.6%","18.3%","15.7%","0.3%","0.1%","0.0%","","5.9%","33.1%","54.5%","6.5%","","7,024","47.5%","21.9%","25.5%","52.5%","24.8%","27.7%"
"        Margin of Error","","±480","","±3.6","±1.3","±0.5","±2.6","±0.5","±1.1","±2.5","±4.0","±4.4","","±3.6","±3.6","±1.9","±1.2","","±268","±9.9","±9.9","±9.9","±9.6","±10.2","±3.5","±4.8","±1.4","","±10.3","±9.4","±7.6","±0.4","±0.5","±3.0","","±3.8","±12.6","±11.9","±6.5","","±393","±4.0","±3.5","±3.5","±4.0","±3.3","±3.8"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","23,509","","31,924","15,061","-","7,062","-","-","13,839","19,292","35,237","","8,571","60,483","65,278","59,647","","82,361","131,923","62,981","101,083","176,875","-","55,859","64,188","-","","62,740","127,330","-","-","-","-","","-","-","100,057","-","","18,504","14,435","8,684","19,626","21,832","27,975","19,521"
"        Margin of Error","","±4,522","","±4,239","±6,599","**","±2,497","**","**","±9,044","±11,285","±4,888","","±1,793","±4,085","±35,538","±15,703","","±17,427","±110,992","±22,970","±25,545","±144,295","**","±41,085","±58,888","**","","±20,679","±87,421","**","**","**","**","","**","**","±19,090","**","","±3,076","±7,726","±4,561","±8,275","±4,931","±7,191","±8,554"
"ZCTA5 78712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","0"
"        Margin of Error","","±14","","±14","±14","±14","±14","±14","±14","±14","±14","±14","","±14","±14","±14","±14","","±14","±14","±14","±14","±14","±14","±14","±14","±14","","±14","±14","±14","±14","±14","±14","","±14","±14","±14","±14","","±14","±14","±14","±14","±14","±14","±14"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","0","","-","-","-","-","-","-","-","-","-","","-","-","-","-","","0","-","-","-","-","-","-","-","-","","-","-","-","-","-","-","","-","-","-","-","","0","-","-","-","-","-","-"
"        Margin of Error","","±14","","**","**","**","**","**","**","**","**","**","","**","**","**","**","","±14","**","**","**","**","**","**","**","**","","**","**","**","**","**","**","","**","**","**","**","","±14","**","**","**","**","**","**"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","-","","-","-","-","-","-","-","-","-","-","","-","-","-","-","","-","-","-","-","-","-","-","-","-","","-","-","-","-","-","-","","-","-","-","-","","-","-","-","-","-","-","-"
"        Margin of Error","","**","","**","**","**","**","**","**","**","**","**","","**","**","**","**","","**","**","**","**","**","**","**","**","**","","**","**","**","**","**","**","","**","**","**","**","","**","**","**","**","**","**","**"
"ZCTA5 78719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","405","","237","11","0","0","0","135","22","252","120","","13","71","203","118","","342","87","255","217","58","74","0","51","29","","94","94","59","48","18","29","","8","149","98","87","","63","20","13","7","43","32","11"
"        Margin of Error","","±84","","±78","±18","±14","±14","±14","±52","±19","±63","±65","","±22","±43","±76","±49","","±85","±48","±76","±56","±39","±63","±14","±44","±31","","±38","±72","±37","±34","±23","±26","","±8","±80","±51","±39","","±35","±17","±14","±10","±30","±23","±18"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","405","","58.5%","2.7%","0.0%","0.0%","0.0%","33.3%","5.4%","62.2%","29.6%","","3.2%","17.5%","50.1%","29.1%","","342","25.4%","74.6%","63.5%","17.0%","21.6%","0.0%","14.9%","8.5%","","27.5%","27.5%","17.3%","14.0%","5.3%","8.5%","","2.3%","43.6%","28.7%","25.4%","","63","31.7%","20.6%","11.1%","68.3%","50.8%","17.5%"
"        Margin of Error","","±84","","±12.8","±4.5","±10.5","±10.5","±10.5","±12.0","±4.9","±13.0","±12.8","","±5.4","±10.2","±13.7","±11.9","","±85","±12.5","±12.5","±16.7","±11.1","±15.5","±12.3","±11.8","±8.5","","±11.2","±15.8","±10.9","±10.1","±6.9","±7.7","","±2.4","±16.1","±15.8","±10.6","","±35","±25.1","±22.0","±15.8","±25.1","±29.7","±26.9"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","49,917","","49,750","-","-","-","-","47,036","118,214","57,750","30,000","","-","-","-","64,306","","51,923","-","58,125","64,514","95,735","-","-","46,250","-","","39,643","40,192","-","81,250","-","90,592","","-","40,474","62,778","96,544","","-","18,750","30,208","-","-","-","-"
"        Margin of Error","","±14,921","","±19,129","**","**","**","**","±26,181","±112,100","±18,098","±22,875","","**","**","**","±30,540","","±19,191","**","±25,109","±33,271","±88,581","**","**","±4,568","**","","±23,918","±15,548","**","±58,107","**","±2,059","","**","±21,222","±34,733","±26,889","","**","±17,275","±16,620","**","**","**","**"
"ZCTA5 78721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,027","","2,195","1,034","98","91","0","479","130","1,378","1,450","","202","2,076","1,005","744","","2,322","947","1,375","1,219","431","907","452","196","64","","1,277","480","342","172","0","51","","256","949","943","174","","1,705","958","533","425","747","477","270"
"        Margin of Error","","±297","","±267","±187","±85","±65","±22","±115","±78","±207","±239","","±79","±248","±186","±126","","±291","±198","±225","±229","±136","±203","±173","±80","±55","","±243","±165","±136","±86","±22","±43","","±114","±214","±213","±82","","±208","±166","±136","±118","±179","±156","±84"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
