"Label (Grouping)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone, not Hispanic or Latino","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","FAMILIES","FAMILIES!!Families","FAMILIES!!Families!!With own children of householder under 18 years","FAMILIES!!Families!!With no own children of householder under 18 years","FAMILIES!!Families!!Married-couple families","FAMILIES!!Families!!Married-couple families!!With own children under 18 years","FAMILIES!!Families!!Female householder, no spouse present","FAMILIES!!Families!!Female householder, no spouse present!!With own children under 18 years","FAMILIES!!Families!!Male householder, no spouse present","FAMILIES!!Families!!Male householder, no spouse present!!With own children under 18 years","FAMILY INCOME BY FAMILY SIZE","FAMILY INCOME BY FAMILY SIZE!!2-person families","FAMILY INCOME BY FAMILY SIZE!!3-person families","FAMILY INCOME BY FAMILY SIZE!!4-person families","FAMILY INCOME BY FAMILY SIZE!!5-person families","FAMILY INCOME BY FAMILY SIZE!!6-person families","FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","FAMILY INCOME BY NUMBER OF EARNERS","FAMILY INCOME BY NUMBER OF EARNERS!!No earners","FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","NONFAMILY HOUSEHOLDS","NONFAMILY HOUSEHOLDS!!Nonfamily households","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"        Margin of Error","","±3,705","","±6,202","±15,924","±11,586","±51,306","**","±5,883","±11,768","±8,463","±8,000","","±14,294","±8,901","±1,893","±35,351","","±3,512","±9,989","±9,858","±8,306","±5,443","±10,463","±3,881","±19,507","±9,944","","±11,311","±3,865","±12,581","±8,884","±107,145","±37,407","","**","±4,910","±8,267","±26,705","","±6,197","±8,060","±5,331","±10,478","±11,705","±3,328","±19,281"
"ZCTA5 78745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","27,994","","23,500","1,097","300","685","0","888","1,524","9,234","16,316","","1,144","12,791","8,983","5,076","","13,820","5,335","8,485","9,738","3,647","2,877","1,182","1,205","506","","7,709","2,923","2,075","769","262","82","","1,449","4,302","7,412","657","","14,174","6,531","4,499","2,032","7,643","5,114","2,529"
"        Margin of Error","","±1,107","","±901","±290","±136","±210","±33","±354","±464","±766","±838","","±272","±804","±751","±529","","±940","±574","±747","±804","±463","±520","±255","±361","±202","","±751","±447","±356","±186","±147","±72","","±260","±561","±738","±168","","±903","±654","±506","±336","±776","±671","±425"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","27,994","","83.9%","3.9%","1.1%","2.4%","0.0%","3.2%","5.4%","33.0%","58.3%","","4.1%","45.7%","32.1%","18.1%","","13,820","38.6%","61.4%","70.5%","26.4%","20.8%","8.6%","8.7%","3.7%","","55.8%","21.2%","15.0%","5.6%","1.9%","0.6%","","10.5%","31.1%","53.6%","4.8%","","14,174","46.1%","31.7%","14.3%","53.9%","36.1%","17.8%"
"        Margin of Error","","±1,107","","±2.3","±1.0","±0.5","±0.8","±0.2","±1.2","±1.6","±2.3","±2.3","","±1.0","±2.4","±2.3","±1.7","","±940","±3.3","±3.3","±3.9","±2.7","±3.4","±1.8","±2.5","±1.4","","±3.3","±3.0","±2.3","±1.5","±1.0","±0.5","","±1.9","±3.3","±3.4","±1.2","","±903","±3.9","±3.0","±2.3","±3.9","±4.0","±2.7"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","68,669","","67,439","67,450","81,250","98,819","-","-","68,398","56,270","73,202","","38,792","79,393","69,287","56,009","","86,973","82,737","87,701","98,897","101,782","53,503","45,717","50,100","50,182","","78,341","95,650","98,711","46,020","104,167","115,643","","42,036","51,667","101,250","124,886","","56,926","48,887","39,021","78,671","62,519","51,645","97,739"
"        Margin of Error","","±3,475","","±3,865","±16,906","±42,121","±19,635","**","**","±35,304","±7,252","±3,685","","±2,715","±6,272","±5,402","±5,558","","±2,425","±13,507","±3,070","±4,080","±9,821","±13,785","±2,923","±8,079","±9,358","","±8,856","±6,626","±7,289","±8,368","±85,576","±47,994","","±8,282","±8,502","±4,801","±26,065","","±2,723","±3,705","±7,824","±6,848","±3,404","±6,354","±18,668"
"ZCTA5 78746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","10,414","","9,422","76","0","565","0","132","219","1,145","8,425","","193","3,281","4,527","2,413","","7,314","3,777","3,537","6,426","3,216","702","488","186","73","","2,967","1,578","1,888","731","115","35","","962","2,431","3,417","504","","3,100","1,669","1,222","447","1,431","1,130","301"
"        Margin of Error","","±382","","±429","±55","±26","±124","±26","±80","±86","±201","±443","","±78","±278","±307","±195","","±304","±270","±243","±295","±259","±150","±116","±71","±42","","±237","±207","±229","±165","±70","±32","","±179","±265","±326","±125","","±361","±260","±225","±164","±214","±192","±98"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","10,414","","90.5%","0.7%","0.0%","5.4%","0.0%","1.3%","2.1%","11.0%","80.9%","","1.9%","31.5%","43.5%","23.2%","","7,314","51.6%","48.4%","87.9%","44.0%","9.6%","6.7%","2.5%","1.0%","","40.6%","21.6%","25.8%","10.0%","1.6%","0.5%","","13.2%","33.2%","46.7%","6.9%","","3,100","53.8%","39.4%","14.4%","46.2%","36.5%","9.7%"
"        Margin of Error","","±382","","±1.8","±0.5","±0.4","±1.2","±0.4","±0.8","±0.8","±1.9","±2.6","","±0.8","±2.3","±2.4","±1.8","","±304","±2.8","±2.8","±2.2","±3.1","±2.0","±1.5","±1.0","±0.6","","±2.8","±2.8","±2.8","±2.2","±1.0","±0.4","","±2.3","±3.4","±4.0","±1.7","","±361","±4.9","±5.7","±4.8","±4.9","±4.6","±3.1"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","151,488","","148,827","-","-","205,391","-","192,823","111,705","98,945","156,414","","36,902","128,438","193,634","121,016","","199,706","228,125","174,097","213,696","250,000+","86,094","73,958","82,333","186,250","","162,321","205,956","250,000+","199,659","250,000+","250,000+","","101,472","199,292","233,791","235,714","","75,040","70,486","63,986","76,422","81,571","77,328","119,375"
"        Margin of Error","","±12,993","","±13,032","**","**","±59,097","**","±134,862","±50,806","±28,041","±17,923","","±3,521","±18,599","±16,356","±22,963","","±13,297","±28,678","±12,443","±14,238","***","±23,301","±17,224","±54,147","±117,878","","±21,626","±26,852","***","±22,114","***","***","","±13,649","±14,111","±11,059","±59,180","","±4,682","±4,996","±9,504","±31,560","±6,166","±6,108","±67,146"
"ZCTA5 78747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,657","","5,018","248","122","169","24","873","203","2,871","3,081","","165","2,870","2,247","1,375","","4,745","1,939","2,806","3,287","1,510","927","332","531","97","","1,911","915","1,082","543","111","183","","404","1,412","2,191","738","","1,912","978","751","227","934","582","352"
"        Margin of Error","","±466","","±494","±104","±144","±78","±39","±271","±136","±337","±436","","±119","±369","±435","±209","","±451","±264","±479","±457","±260","±240","±147","±223","±75","","±471","±261","±247","±191","±50","±107","","±158","±380","±395","±184","","±315","±248","±221","±128","±284","±215","±146"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,657","","75.4%","3.7%","1.8%","2.5%","0.4%","13.1%","3.0%","43.1%","46.3%","","2.5%","43.1%","33.8%","20.7%","","4,745","40.9%","59.1%","69.3%","31.8%","19.5%","7.0%","11.2%","2.0%","","40.3%","19.3%","22.8%","11.4%","2.3%","3.9%","","8.5%","29.8%","46.2%","15.6%","","1,912","51.2%","39.3%","11.9%","48.8%","30.4%","18.4%"
"        Margin of Error","","±466","","±4.9","±1.6","±2.1","±1.2","±0.6","±4.1","±2.0","±4.9","±5.1","","±1.8","±5.0","±5.3","±3.1","","±451","±6.2","±6.2","±6.2","±5.9","±5.0","±3.1","±4.7","±1.6","","±7.4","±5.4","±5.3","±4.1","±1.1","±2.3","","±3.2","±6.9","±7.0","±4.3","","±315","±11.0","±10.1","±6.5","±11.0","±9.1","±6.8"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","84,098","","83,431","84,234","166,061","113,802","-","87,529","-","83,589","83,847","","-","81,263","97,539","82,680","","92,757","66,563","99,844","97,376","93,272","65,718","34,231","104,320","42,039","","85,486","95,938","86,250","89,611","101,319","140,234","","96,731","55,152","106,442","104,386","","71,273","58,160","47,054","106,685","77,564","62,500","94,947"
"        Margin of Error","","±6,006","","±6,701","±25,012","±440","±78,680","**","±23,203","**","±14,784","±8,124","","**","±12,275","±13,576","±7,864","","±8,163","±30,238","±9,451","±11,265","±14,327","±11,654","±21,413","±42,988","±7,604","","±18,533","±13,443","±50,765","±27,335","±42,991","±43,864","","±24,682","±9,320","±8,145","±16,913","","±12,092","±20,737","±10,728","±22,791","±6,746","±18,618","±19,634"
"ZCTA5 78748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","21,027","","17,682","992","116","939","0","286","1,012","6,813","11,692","","566","11,169","6,355","2,937","","12,154","5,614","6,540","9,054","4,105","1,950","1,022","1,150","487","","5,434","3,199","1,855","1,173","227","266","","754","3,861","6,523","1,016","","8,873","4,603","3,334","1,269","4,270","2,151","2,119"
"        Margin of Error","","±1,350","","±1,453","±325","±77","±342","±33","±116","±354","±1,179","±971","","±155","±1,325","±541","±384","","±874","±658","±713","±845","±592","±366","±262","±288","±197","","±720","±491","±345","±468","±127","±250","","±206","±545","±786","±220","","±1,296","±751","±547","±479","±1,130","±361","±1,033"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","21,027","","84.1%","4.7%","0.6%","4.5%","0.0%","1.4%","4.8%","32.4%","55.6%","","2.7%","53.1%","30.2%","14.0%","","12,154","46.2%","53.8%","74.5%","33.8%","16.0%","8.4%","9.5%","4.0%","","44.7%","26.3%","15.3%","9.7%","1.9%","2.2%","","6.2%","31.8%","53.7%","8.4%","","8,873","51.9%","37.6%","14.3%","48.1%","24.2%","23.9%"
"        Margin of Error","","±1,350","","±3.0","±1.6","±0.4","±1.6","±0.2","±0.6","±1.7","±4.4","±4.1","","±0.8","±3.5","±2.8","±2.0","","±874","±4.3","±4.3","±3.6","±4.0","±3.0","±2.2","±2.3","±1.6","","±4.5","±4.0","±2.8","±3.7","±1.1","±2.0","","±1.7","±4.1","±4.3","±1.8","","±1,296","±8.2","±6.7","±5.0","±8.2","±4.6","±9.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","88,688","","95,108","59,222","181,818","79,340","-","48,333","80,170","89,534","94,495","","44,907","98,956","84,431","61,729","","102,972","108,253","102,008","117,255","130,007","54,688","39,279","63,269","47,454","","85,543","101,706","129,345","113,854","-","131,748","","-","71,342","122,315","145,833","","67,637","56,068","47,782","126,028","81,923","55,503","99,007"
"        Margin of Error","","±10,214","","±8,690","±31,466","±54,679","±22,970","**","±44,412","±18,842","±22,678","±7,968","","±10,397","±5,840","±15,102","±10,414","","±7,539","±20,942","±7,218","±12,570","±12,773","±19,589","±9,272","±22,576","±22,831","","±13,948","±12,307","±22,178","±51,625","**","±79,935","","**","±8,155","±11,688","±42,924","","±11,979","±10,215","±4,337","±57,055","±25,689","±5,614","±4,125"
"ZCTA5 78749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","15,836","","12,533","530","34","1,392","0","507","840","2,940","10,250","","424","5,523","7,159","2,730","","10,091","4,394","5,697","8,202","3,558","1,276","485","613","351","","4,425","3,045","1,890","615","78","38","","718","3,635","4,466","1,272","","5,745","3,238","2,488","750","2,507","2,022","485"
"        Margin of Error","","±1,010","","±884","±198","±41","±264","±30","±338","±444","±566","±843","","±142","±560","±887","±448","","±815","±423","±785","±651","±396","±414","±243","±179","±152","","±663","±525","±376","±170","±65","±42","","±301","±624","±480","±305","","±667","±574","±494","±360","±477","±412","±196"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","15,836","","79.1%","3.3%","0.2%","8.8%","0.0%","3.2%","5.3%","18.6%","64.7%","","2.7%","34.9%","45.2%","17.2%","","10,091","43.5%","56.5%","81.3%","35.3%","12.6%","4.8%","6.1%","3.5%","","43.9%","30.2%","18.7%","6.1%","0.8%","0.4%","","7.1%","36.0%","44.3%","12.6%","","5,745","56.4%","43.3%","13.1%","43.6%","35.2%","8.4%"
"        Margin of Error","","±1,010","","±3.6","±1.2","±0.3","±1.7","±0.3","±2.1","±2.7","±3.3","±3.8","","±0.9","±3.5","±3.8","±2.7","","±815","±4.6","±4.6","±3.6","±4.3","±3.7","±2.4","±1.8","±1.5","","±4.7","±4.5","±3.9","±1.7","±0.7","±0.4","","±2.9","±4.9","±4.5","±2.7","","±667","±7.0","±7.2","±5.9","±7.0","±6.4","±3.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","102,303","","107,368","78,500","-","136,078","-","56,128","81,275","79,044","112,774","","65,711","111,431","106,729","78,882","","122,654","124,750","120,990","130,588","139,231","67,866","68,675","65,521","58,397","","115,148","124,597","133,049","157,517","129,167","-","","111,548","81,937","150,101","158,766","","71,279","71,484","58,102","80,308","71,115","61,250","141,339"
"        Margin of Error","","±7,766","","±4,700","±15,039","**","±9,747","**","±54,292","±992","±13,975","±7,604","","±8,217","±9,269","±7,767","±5,948","","±8,016","±15,901","±9,759","±7,507","±15,855","±22,223","±4,169","±27,080","±6,191","","±13,966","±21,061","±23,654","±30,674","±25,263","**","","±25,871","±3,611","±14,549","±18,109","","±7,415","±12,693","±15,821","±36,032","±8,472","±12,396","±35,613"
"ZCTA5 78750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","12,383","","9,544","586","19","1,463","5","190","576","1,514","8,506","","467","4,976","4,370","2,570","","8,241","3,953","4,288","6,659","3,243","1,067","484","515","226","","3,570","2,114","1,511","494","521","31","","770","2,243","4,450","778","","4,142","2,120","1,842","278","2,022","1,390","632"
"        Margin of Error","","±553","","±526","±234","±19","±264","±8","±130","±219","±284","±524","","±179","±486","±400","±245","","±560","±452","±393","±560","±417","±237","±144","±204","±129","","±369","±481","±257","±162","±293","±30","","±143","±305","±485","±220","","±527","±331","±320","±140","±445","±346","±270"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","12,383","","77.1%","4.7%","0.2%","11.8%","0.0%","1.5%","4.7%","12.2%","68.7%","","3.8%","40.2%","35.3%","20.8%","","8,241","48.0%","52.0%","80.8%","39.4%","12.9%","5.9%","6.2%","2.7%","","43.3%","25.7%","18.3%","6.0%","6.3%","0.4%","","9.3%","27.2%","54.0%","9.4%","","4,142","51.2%","44.5%","6.7%","48.8%","33.6%","15.3%"
"        Margin of Error","","±553","","±3.1","±1.8","±0.2","±2.0","±0.1","±1.0","±1.8","±2.2","±3.4","","±1.4","±2.9","±3.1","±2.1","","±560","±3.9","±3.9","±3.6","±4.1","±2.8","±1.6","±2.5","±1.6","","±4.5","±4.9","±3.2","±2.1","±3.4","±0.4","","±1.8","±3.5","±3.9","±2.6","","±527","±7.0","±7.0","±3.3","±7.0","±6.5","±5.9"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","100,489","","99,599","51,798","-","163,107","-","-","97,065","71,422","101,368","","51,814","104,128","130,882","78,013","","136,283","142,891","126,458","151,442","163,199","59,094","47,734","96,576","-","","108,362","142,427","168,594","180,278","185,037","172,813","","76,875","90,974","157,895","165,435","","57,033","55,417","50,893","110,403","58,295","51,720","97,393"
"        Margin of Error","","±6,919","","±7,597","±38,295","**","±14,352","**","**","±55,487","±21,550","±7,478","","±3,416","±15,640","±20,299","±10,055","","±13,332","±19,559","±10,864","±12,513","±12,030","±18,081","±14,188","±75,510","**","","±12,085","±16,761","±12,790","±41,072","±66,475","±138,134","","±33,599","±9,186","±12,472","±33,956","","±7,802","±10,299","±8,447","±66,192","±14,135","±6,593","±41,722"
"ZCTA5 78751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,446","","6,576","298","47","680","18","326","501","1,599","5,696","","955","5,399","1,456","636","","2,278","709","1,569","1,718","469","362","111","198","129","","1,588","510","136","29","15","0","","95","728","1,382","73","","6,168","2,960","1,488","1,472","3,208","2,100","1,108"
"        Margin of Error","","±804","","±503","±175","±45","±347","±30","±324","±241","±471","±503","","±228","±778","±226","±159","","±293","±170","±303","±259","±130","±151","±58","±88","±74","","±296","±147","±65","±34","±18","±22","","±53","±206","±251","±62","","±767","±484","±285","±411","±574","±521","±222"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,446","","77.9%","3.5%","0.6%","8.1%","0.2%","3.9%","5.9%","18.9%","67.4%","","11.3%","63.9%","17.2%","7.5%","","2,278","31.1%","68.9%","75.4%","20.6%","15.9%","4.9%","8.7%","5.7%","","69.7%","22.4%","6.0%","1.3%","0.7%","0.0%","","4.2%","32.0%","60.7%","3.2%","","6,168","48.0%","24.1%","23.9%","52.0%","34.0%","18.0%"
"        Margin of Error","","±804","","±5.8","±2.0","±0.5","±3.7","±0.3","±3.7","±2.8","±4.9","±5.6","","±2.7","±4.6","±2.8","±1.9","","±293","±7.6","±7.6","±7.0","±6.1","±6.0","±2.5","±3.7","±3.1","","±7.1","±6.4","±2.9","±1.5","±0.8","±2.0","","±2.3","±7.8","±7.8","±2.7","","±767","±6.0","±4.6","±5.6","±6.0","±6.2","±3.7"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","61,735","","66,307","-","-","-","-","120,997","39,580","50,795","68,519","","31,652","61,478","101,900","65,513","","100,160","143,672","88,958","118,056","184,792","65,882","27,096","87,500","100,850","","84,205","142,813","178,750","-","-","-","","88,229","64,750","108,875","-","","51,734","50,833","39,008","81,154","51,881","46,908","82,027"
"        Margin of Error","","±7,066","","±4,615","**","**","**","**","±43,864","±14,097","±24,577","±5,764","","±8,464","±9,408","±23,657","±21,309","","±15,019","±49,811","±12,224","±21,985","±23,280","±49,807","±11,038","±18,383","±68,975","","±12,344","±64,785","±36,516","**","**","**","","±55,227","±64,719","±21,592","**","","±6,038","±14,064","±6,585","±18,690","±6,281","±11,519","±21,852"
"ZCTA5 78752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","9,133","","5,105","1,228","233","438","0","1,014","1,115","3,505","3,532","","585","4,966","2,341","1,241","","3,892","1,637","2,255","2,490","1,108","684","349","718","180","","1,968","811","456","379","158","120","","231","1,041","2,248","372","","5,241","2,500","1,854","646","2,741","1,864","877"
"        Margin of Error","","±770","","±599","±459","±104","±159","±26","±288","±512","±525","±545","","±186","±574","±591","±258","","±596","±354","±563","±545","±276","±252","±179","±340","±94","","±548","±221","±193","±163","±129","±107","","±139","±315","±542","±161","","±606","±564","±533","±203","±372","±324","±265"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","9,133","","55.9%","13.4%","2.6%","4.8%","0.0%","11.1%","12.2%","38.4%","38.7%","","6.4%","54.4%","25.6%","13.6%","","3,892","42.1%","57.9%","64.0%","28.5%","17.6%","9.0%","18.4%","4.6%","","50.6%","20.8%","11.7%","9.7%","4.1%","3.1%","","5.9%","26.7%","57.8%","9.6%","","5,241","47.7%","35.4%","12.3%","52.3%","35.6%","16.7%"
"        Margin of Error","","±770","","±6.3","±4.7","±1.1","±1.7","±0.5","±3.1","±5.2","±5.1","±5.3","","±2.1","±5.1","±5.6","±2.5","","±596","±8.9","±8.9","±8.8","±6.7","±5.9","±4.6","±8.5","±2.5","","±9.0","±5.5","±5.0","±4.1","±3.4","±2.6","","±3.5","±7.5","±8.6","±4.3","","±606","±7.2","±7.7","±3.7","±7.2","±6.6","±4.9"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","49,214","","55,604","32,177","48,211","66,944","-","40,042","49,236","48,128","66,731","","27,240","57,079","47,932","35,631","","53,652","40,066","60,859","75,062","61,696","30,257","31,563","53,353","-","","53,364","72,292","-","47,917","52,210","33,553","","13,177","35,203","67,192","70,583","","40,729","36,376","24,178","90,556","48,213","33,679","84,670"
"        Margin of Error","","±2,824","","±8,317","±25,390","±18,818","±45,662","**","±8,633","±17,236","±5,342","±15,905","","±15,899","±14,750","±18,919","±9,855","","±12,372","±19,216","±22,445","±31,569","±16,035","±10,071","±7,856","±10,857","**","","±8,506","±34,293","**","±14,129","±20,441","±32,994","","±9,647","±6,795","±29,574","±23,940","","±5,877","±8,289","±15,480","±36,086","±12,206","±10,629","±21,385"
"ZCTA5 78753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","21,602","","12,550","3,392","375","1,669","0","2,685","931","9,457","6,694","","824","11,744","6,754","2,280","","13,173","6,764","6,409","7,885","3,872","3,210","2,024","2,078","868","","5,250","3,272","2,214","1,313","651","473","","1,076","4,841","5,279","1,977","","8,429","3,533","3,004","529","4,896","3,142","1,754"
"        Margin of Error","","±1,086","","±729","±550","±183","±430","±33","±497","±327","±771","±752","","±163","±924","±643","±297","","±760","±653","±682","±762","±581","±503","±446","±494","±276","","±564","±524","±492","±371","±231","±203","","±264","±529","±589","±443","","±743","±561","±566","±198","±610","±487","±476"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","21,602","","58.1%","15.7%","1.7%","7.7%","0.0%","12.4%","4.3%","43.8%","31.0%","","3.8%","54.4%","31.3%","10.6%","","13,173","51.3%","48.7%","59.9%","29.4%","24.4%","15.4%","15.8%","6.6%","","39.9%","24.8%","16.8%","10.0%","4.9%","3.6%","","8.2%","36.7%","40.1%","15.0%","","8,429","41.9%","35.6%","6.3%","58.1%","37.3%","20.8%"
"        Margin of Error","","±1,086","","±3.4","±2.4","±0.9","±1.8","±0.2","±2.0","±1.4","±3.1","±3.3","","±0.8","±2.9","±2.4","±1.4","","±760","±4.1","±4.1","±4.7","±4.1","±3.5","±3.2","±3.6","±2.1","","±3.6","±3.5","±3.6","±2.9","±1.7","±1.5","","±2.0","±3.6","±3.7","±3.2","","±743","±5.4","±5.8","±2.3","±5.4","±5.1","±5.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","53,797","","57,509","50,775","64,159","63,931","-","51,812","41,756","49,459","73,333","","39,773","53,395","64,113","40,032","","55,850","43,879","77,525","69,302","53,889","33,833","27,447","65,357","38,073","","64,375","54,903","71,230","52,728","48,042","54,688","","18,031","35,836","72,848","95,574","","48,457","42,107","36,942","95,563","51,293","38,021","81,857"
"        Margin of Error","","±2,212","","±5,380","±3,276","±23,072","±20,825","**","±5,475","±16,026","±3,602","±8,325","","±4,452","±3,690","±8,191","±9,942","","±3,511","±7,862","±3,806","±6,564","±5,866","±9,304","±4,576","±14,577","±9,962","","±11,965","±6,163","±30,078","±5,319","±8,082","±42,166","","±4,711","±4,501","±7,396","±18,464","","±3,537","±7,904","±8,922","±28,523","±3,698","±6,615","±9,379"
"ZCTA5 78754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
