"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","1,128","233","468","319","108","9,229","1,195","908","2,357","2,384","512","1,126","747","7,126","1,873","1,815","1,515","446","2,151","1,420","230","3,602","2,885","819","1,661","1,306","378","","5,214","4,592","1,245","4,184","3,853","1,158","734","616","248","46","22","0","220","220","220","0","0","0","2,001","1,214","160","1,014","462","0","4,132","2,376","247","","(X)","(X)","(X)","(X)","","39,706","25,072","28,690","41,847","55,141","50,406"
"        Margin of Error","","±347","±154","±225","±246","±109","±1,011","±471","±316","±506","±597","±216","±337","±244","±825","±426","±431","±383","±252","±580","±336","±154","±559","±507","±289","±469","±429","±190","","±771","±697","±343","±629","±616","±332","±356","±328","±191","±81","±40","±22","±198","±198","±198","±22","±22","±22","±635","±483","±115","±568","±224","±22","±853","±563","±138","","(X)","(X)","(X)","(X)","","±4,866","±9,796","±13,716","±5,160","±9,738","±37,233"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","20.7%","41.5%","28.3%","9.6%","(X)","12.9%","9.8%","25.5%","25.8%","5.5%","12.2%","8.1%","77.2%","20.3%","(X)","83.5%","24.6%","(X)","66.0%","10.7%","(X)","80.1%","22.7%","(X)","78.6%","22.8%","","(X)","88.1%","23.9%","(X)","92.1%","27.7%","(X)","83.9%","33.8%","(X)","47.8%","0.0%","(X)","100.0%","100.0%","(X)","-","-","(X)","60.7%","8.0%","(X)","45.6%","0.0%","(X)","57.5%","6.0%","","15.5%","8.4%","10.8%","6.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±13.2","±19.0","±16.9","±9.1","(X)","±4.6","±3.3","±4.2","±6.0","±2.3","±3.9","±2.6","±4.9","±4.8","(X)","±8.6","±12.8","(X)","±12.3","±7.3","(X)","±8.0","±7.2","(X)","±9.5","±7.7","","(X)","±4.9","±6.3","(X)","±4.0","±7.7","(X)","±17.7","±15.8","(X)","±14.9","±51.5","(X)","±18.4","±18.4","(X)","**","**","(X)","±10.8","±6.0","(X)","±13.4","±4.3","(X)","±7.7","±3.4","","±8.3","±5.7","±6.3","±6.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","525","126","117","237","45","4,415","603","461","1,303","908","316","452","372","3,351","824","699","616","88","1,045","748","141","1,832","1,407","312","839","580","283","","2,290","1,935","458","1,827","1,627","458","422","304","174","22","22","0","32","32","32","0","0","0","1,119","757","160","530","301","0","2,175","1,327","160","","(X)","(X)","(X)","(X)","","47,294","38,152","38,443","47,196","53,692","51,425"
"        Margin of Error","","±258","±123","±111","±181","±69","±557","±227","±231","±426","±303","±165","±200","±191","±504","±264","±220","±195","±90","±367","±289","±136","±328","±310","±160","±260","±220","±168","","±440","±388","±215","±369","±337","±215","±227","±189","±173","±40","±40","±22","±33","±33","±33","±22","±22","±22","±399","±361","±115","±332","±223","±22","±496","±432","±115","","(X)","(X)","(X)","(X)","","±7,960","±18,224","±16,491","±5,761","±29,365","±1,076"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","24.0%","22.3%","45.1%","8.6%","(X)","13.7%","10.4%","29.5%","20.6%","7.2%","10.2%","8.4%","75.9%","18.7%","(X)","88.1%","12.6%","(X)","71.6%","13.5%","(X)","76.8%","17.0%","(X)","69.1%","33.7%","","(X)","84.5%","20.0%","(X)","89.1%","25.1%","(X)","72.0%","41.2%","(X)","100.0%","0.0%","(X)","100.0%","100.0%","(X)","-","-","(X)","67.6%","14.3%","(X)","56.8%","0.0%","(X)","61.0%","7.4%","","5.2%","4.4%","7.6%","2.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±20.2","±18.7","±25.8","±12.7","(X)","±4.9","±5.0","±8.1","±7.2","±3.6","±4.5","±4.3","±6.7","±5.7","(X)","±12.0","±13.3","(X)","±12.0","±12.4","(X)","±10.6","±8.0","(X)","±15.8","±15.5","","(X)","±6.9","±8.3","(X)","±5.8","±10.4","(X)","±28.0","±32.5","(X)","±74.4","±74.4","(X)","±61.7","±61.7","(X)","**","**","(X)","±14.5","±10.7","(X)","±23.5","±8.1","(X)","±12.3","±5.3","","±7.3","±5.2","±8.1","±4.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","603","107","351","82","63","4,814","592","447","1,054","1,476","196","674","375","3,775","1,049","1,116","899","358","1,106","672","89","1,770","1,478","507","822","726","95","","2,924","2,657","787","2,357","2,226","700","312","312","74","24","0","0","188","188","188","0","0","0","882","457","0","484","161","0","1,957","1,049","87","","(X)","(X)","(X)","(X)","","25,349","19,097","18,367","36,007","56,048","-"
"        Margin of Error","","±244","±112","±214","±95","±84","±598","±361","±201","±367","±422","±106","±207","±210","±522","±319","±323","±286","±224","±297","±250","±71","±316","±307","±202","±260","±248","±73","","±488","±469","±227","±395","±409","±215","±177","±177","±84","±42","±22","±22","±168","±168","±168","±22","±22","±22","±305","±193","±22","±315","±182","±22","±477","±337","±62","","(X)","(X)","(X)","(X)","","±3,387","±1,952","±7,260","±15,161","±6,844","**"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","17.7%","58.2%","13.6%","10.4%","(X)","12.3%","9.3%","21.9%","30.7%","4.1%","14.0%","7.8%","78.4%","21.8%","(X)","80.6%","32.1%","(X)","60.8%","8.0%","(X)","83.5%","28.6%","(X)","88.3%","11.6%","","(X)","90.9%","26.9%","(X)","94.4%","29.7%","(X)","100.0%","23.7%","(X)","0.0%","0.0%","(X)","100.0%","100.0%","(X)","-","-","(X)","51.8%","0.0%","(X)","33.3%","0.0%","(X)","53.6%","4.4%","","26.1%","13.3%","13.2%","9.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±19.8","±26.3","±14.3","±12.9","(X)","±7.1","±4.0","±7.1","±7.6","±2.2","±4.7","±4.3","±6.9","±7.0","(X)","±10.8","±16.6","(X)","±22.2","±6.9","(X)","±10.4","±10.9","(X)","±8.9","±8.3","","(X)","±5.1","±8.5","(X)","±4.1","±10.2","(X)","±13.4","±29.8","(X)","±71.2","±71.2","(X)","±21.1","±21.1","(X)","**","**","(X)","±13.9","±5.0","(X)","±31.7","±8.9","(X)","±13.1","±3.3","","±16.4","±8.7","±9.2","±10.2","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78613","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","5,672","911","1,846","2,112","803","55,233","806","1,233","8,999","12,461","4,574","18,912","8,248","53,194","27,160","12,489","12,038","6,497","14,657","14,224","7,898","20,127","19,494","9,808","7,960","7,438","2,957","","44,093","42,547","20,853","36,731","36,014","18,055","1,743","1,651","736","157","146","71","5,109","4,861","3,882","185","185","140","1,408","1,329","311","2,538","2,475","1,167","10,119","9,137","3,718","","(X)","(X)","(X)","(X)","","55,494","23,059","33,709","48,921","66,568","91,169"
"        Margin of Error","","±841","±268","±498","±442","±407","±1,347","±345","±391","±813","±1,082","±837","±1,213","±848","±1,435","±1,283","±1,145","±1,190","±896","±1,031","±1,035","±640","±1,099","±1,112","±810","±702","±631","±418","","±1,644","±1,708","±1,253","±1,522","±1,548","±1,190","±612","±599","±274","±131","±131","±85","±694","±666","±636","±210","±210","±158","±601","±594","±169","±585","±582","±375","±986","±1,004","±599","","(X)","(X)","(X)","(X)","","±2,435","±7,026","±4,964","±2,971","±5,085","±10,443"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.1%","32.5%","37.2%","14.2%","(X)","1.5%","2.2%","16.3%","22.6%","8.3%","34.2%","14.9%","96.3%","49.2%","(X)","96.4%","52.0%","(X)","97.0%","53.9%","(X)","96.9%","48.7%","(X)","93.4%","37.1%","","(X)","96.5%","47.3%","(X)","98.0%","49.2%","(X)","94.7%","42.2%","(X)","93.0%","45.2%","(X)","95.1%","76.0%","(X)","100.0%","75.7%","(X)","94.4%","22.1%","(X)","97.5%","46.0%","(X)","90.3%","36.7%","","24.1%","9.6%","5.1%","1.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±5.0","±6.3","±7.6","±6.1","(X)","±0.6","±0.7","±1.5","±1.8","±1.5","±2.1","±1.5","±1.0","±2.0","(X)","±2.2","±4.8","(X)","±1.7","±4.1","(X)","±1.1","±3.2","(X)","±2.6","±4.7","","(X)","±1.0","±2.2","(X)","±0.6","±2.6","(X)","±5.2","±10.1","(X)","±14.7","±28.3","(X)","±2.7","±5.3","(X)","±21.4","±5.1","(X)","±5.9","±9.2","(X)","±2.6","±10.4","(X)","±4.0","±4.7","","±13.0","±3.6","±2.6","±0.8","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,694","430","846","1,236","182","26,462","302","596","4,189","5,753","2,251","9,044","4,327","25,564","13,371","6,073","5,831","3,036","7,137","6,890","3,879","10,007","9,739","4,803","3,245","3,104","1,653","","21,172","20,446","10,157","17,853","17,479","8,843","625","615","300","18","18","0","2,560","2,473","2,109","0","0","0","631","614","194","1,456","1,398","611","4,531","4,104","1,852","","(X)","(X)","(X)","(X)","","72,957","29,018","40,897","62,441","90,088","124,583"
"        Margin of Error","","±535","±150","±355","±369","±118","±985","±197","±234","±662","±644","±550","±795","±481","±1,019","±906","±799","±803","±565","±680","±697","±464","±727","±738","±470","±406","±391","±295","","±1,027","±1,042","±754","±951","±948","±734","±239","±239","±154","±31","±31","±33","±394","±394","±399","±33","±33","±33","±341","±339","±139","±482","±491","±337","±626","±625","±490","","(X)","(X)","(X)","(X)","","±5,102","±14,872","±5,851","±7,442","±12,062","±7,008"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.0%","31.4%","45.9%","6.8%","(X)","1.1%","2.3%","15.8%","21.7%","8.5%","34.2%","16.4%","96.6%","50.5%","(X)","96.0%","50.0%","(X)","96.5%","54.4%","(X)","97.3%","48.0%","(X)","95.7%","50.9%","","(X)","96.6%","48.0%","(X)","97.9%","49.5%","(X)","98.4%","48.0%","(X)","100.0%","0.0%","(X)","96.6%","82.4%","(X)","-","-","(X)","97.3%","30.7%","(X)","96.0%","42.0%","(X)","90.6%","40.9%","","34.9%","4.1%","4.6%","0.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±5.8","±10.4","±10.2","±4.2","(X)","±0.7","±0.9","±2.4","±2.3","±2.0","±2.8","±1.7","±1.1","±3.0","(X)","±2.8","±5.9","(X)","±2.1","±5.4","(X)","±1.1","±4.3","(X)","±3.7","±8.3","","(X)","±1.3","±3.0","(X)","±0.9","±3.6","(X)","±3.2","±18.6","(X)","±82.2","±82.3","(X)","±2.3","±6.7","(X)","**","**","(X)","±3.9","±13.0","(X)","±4.9","±15.9","(X)","±4.8","±7.9","","±17.2","±2.7","±3.7","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,978","481","1,000","876","621","28,771","504","637","4,810","6,708","2,323","9,868","3,921","27,630","13,789","6,416","6,207","3,461","7,520","7,334","4,019","10,120","9,755","5,005","4,715","4,334","1,304","","22,921","22,101","10,696","18,878","18,535","9,212","1,118","1,036","436","139","128","71","2,549","2,388","1,773","185","185","140","777","715","117","1,082","1,077","556","5,588","5,033","1,866","","(X)","(X)","(X)","(X)","","44,156","16,341","26,262","35,860","52,355","61,300"
"        Margin of Error","","±539","±223","±274","±262","±407","±926","±216","±246","±562","±816","±461","±827","±533","±970","±740","±779","±804","±525","±632","±615","±380","±629","±632","±556","±520","±472","±255","","±988","±1,023","±723","±947","±972","±702","±530","±511","±186","±126","±127","±85","±377","±357","±318","±210","±210","±158","±365","±359","±74","±301","±302","±187","±596","±623","±359","","(X)","(X)","(X)","(X)","","±4,008","±5,340","±1,699","±3,212","±2,441","±8,006"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.2%","33.6%","29.4%","20.9%","(X)","1.8%","2.2%","16.7%","23.3%","8.1%","34.3%","13.6%","96.0%","47.9%","(X)","96.7%","53.9%","(X)","97.5%","53.4%","(X)","96.4%","49.5%","(X)","91.9%","27.7%","","(X)","96.4%","46.7%","(X)","98.2%","48.8%","(X)","92.7%","39.0%","(X)","92.1%","51.1%","(X)","93.7%","69.6%","(X)","100.0%","75.7%","(X)","92.0%","15.1%","(X)","99.5%","51.4%","(X)","90.1%","33.4%","","15.6%","14.4%","5.5%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±7.3","±8.8","±8.4","±11.5","(X)","±0.8","±0.9","±1.9","±2.5","±1.6","±2.8","±1.9","±1.2","±2.4","(X)","±2.1","±6.6","(X)","±1.9","±5.9","(X)","±1.7","±4.2","(X)","±3.7","±5.0","","(X)","±1.2","±2.7","(X)","±0.8","±3.1","(X)","±7.6","±13.4","(X)","±17.9","±27.1","(X)","±5.0","±7.2","(X)","±21.4","±5.1","(X)","±9.4","±9.8","(X)","±1.0","±13.5","(X)","±4.2","±5.9","","±11.2","±5.6","±2.6","±1.5","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","92","31","10","37","14","775","74","24","250","214","64","83","66","677","149","211","172","11","110","88","23","266","254","72","188","163","43","","655","618","149","521","505","149","0","0","0","30","15","0","0","0","0","0","0","0","14","7","0","76","37","0","248","166","0","","(X)","(X)","(X)","(X)","","41,773","60,224","36,875","36,786","65,238","43,750"
"        Margin of Error","","±84","±48","±13","±48","±24","±238","±76","±26","±102","±116","±28","±46","±34","±203","±59","±172","±135","±17","±58","±41","±18","±88","±85","±46","±65","±62","±27","","±201","±193","±59","±126","±125","±59","±14","±14","±14","±48","±23","±14","±14","±14","±14","±14","±14","±14","±21","±11","±14","±115","±52","±14","±194","±139","±14","","(X)","(X)","(X)","(X)","","±4,632","±39,908","±8,261","±11,567","±12,517","±22,519"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","33.7%","10.9%","40.2%","15.2%","(X)","9.5%","3.1%","32.3%","27.6%","8.3%","10.7%","8.5%","87.4%","19.2%","(X)","81.5%","5.2%","(X)","80.0%","20.9%","(X)","95.5%","27.1%","(X)","86.7%","22.9%","","(X)","94.4%","22.7%","(X)","96.9%","28.6%","(X)","-","-","(X)","50.0%","0.0%","(X)","-","-","(X)","-","-","(X)","50.0%","0.0%","(X)","48.7%","0.0%","(X)","66.9%","0.0%","","2.0%","16.8%","0.7%","2.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±40.6","±10.3","±37.0","±26.7","(X)","±8.6","±3.1","±9.8","±9.8","±4.2","±4.5","±5.0","±8.9","±6.4","(X)","±24.0","±8.7","(X)","±17.0","±17.0","(X)","±4.5","±12.4","(X)","±11.5","±12.3","","(X)","±5.2","±5.9","(X)","±3.0","±8.5","(X)","**","**","(X)","±7.0","±63.7","(X)","**","**","(X)","**","**","(X)","±10.0","±93.3","(X)","±20.5","±40.0","(X)","±19.8","±16.5","","±4.1","±15.5","±1.1","±4.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","36","31","3","1","1","395","53","22","105","103","21","43","48","320","91","117","78","11","56","34","3","140","128","52","82","80","25","","330","316","91","269","264","91","0","0","0","15","0","0","0","0","0","0","0","0","7","0","0","43","4","0","122","52","0","","(X)","(X)","(X)","(X)","","43,750","60,224","40,083","41,250","66,429","43,571"
"        Margin of Error","","±49","±48","±4","±2","±2","±134","±68","±26","±53","±56","±15","±42","±30","±115","±52","±96","±66","±17","±32","±23","±5","±57","±54","±42","±45","±44","±21","","±117","±114","±52","±79","±78","±52","±14","±14","±14","±25","±14","±14","±14","±14","±14","±14","±14","±14","±10","±14","±14","±66","±6","±14","±100","±58","±14","","(X)","(X)","(X)","(X)","","±20,849","±39,908","±16,807","±40,262","±10,596","±41,015"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","86.1%","8.3%","2.8%","2.8%","(X)","13.4%","5.6%","26.6%","26.1%","5.3%","10.9%","12.2%","81.0%","23.0%","(X)","66.7%","9.4%","(X)","60.7%","5.4%","(X)","91.4%","37.1%","(X)","97.6%","30.5%","","(X)","95.8%","27.6%","(X)","98.1%","33.8%","(X)","-","-","(X)","0.0%","0.0%","(X)","-","-","(X)","-","-","(X)","0.0%","0.0%","(X)","9.3%","0.0%","(X)","42.6%","0.0%","","2.7%","21.9%","0.8%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±25.5","±19.0","±6.8","±7.7","(X)","±15.5","±6.0","±12.7","±9.5","±4.3","±8.1","±8.6","±16.3","±9.8","(X)","±42.0","±15.7","(X)","±34.9","±8.9","(X)","±8.4","±21.8","(X)","±4.1","±23.4","","(X)","±4.7","±10.0","(X)","±2.6","±14.7","(X)","**","**","(X)","±90.1","±90.1","(X)","**","**","(X)","**","**","(X)","±100.0","±100.0","(X)","±33.5","±53.2","(X)","±34.9","±29.9","","±5.7","±28.2","±1.6","±6.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","56","0","7","36","13","380","21","2","145","111","43","40","18","357","58","94","94","0","54","54","20","126","126","20","106","83","18","","325","302","58","252","241","58","0","0","0","15","15","0","0","0","0","0","0","0","7","7","0","33","33","0","126","114","0","","(X)","(X)","(X)","(X)","","37,311","-","36,734","36,536","57,727","-"
"        Margin of Error","","±64","±14","±12","±49","±24","±112","±23","±3","±78","±68","±25","±21","±15","±108","±26","±78","±78","±14","±31","±31","±17","±43","±43","±12","±44","±40","±16","","±94","±88","±26","±62","±60","±26","±14","±14","±14","±23","±23","±14","±14","±14","±14","±14","±14","±14","±11","±11","±14","±52","±52","±14","±97","±93","±14","","(X)","(X)","(X)","(X)","","±10,788","**","±24,987","±1,809","±16,979","**"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
