"Label (Grouping)","Total civilian noninstitutionalized population","Total civilian noninstitutionalized population!!SEX","Total civilian noninstitutionalized population!!SEX!!Male","Total civilian noninstitutionalized population!!SEX!!Female","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race)","Total civilian noninstitutionalized population!!AGE","Total civilian noninstitutionalized population!!AGE!!Under 5 years","Total civilian noninstitutionalized population!!AGE!!5 to 17 years","Total civilian noninstitutionalized population!!AGE!!18 to 34 years","Total civilian noninstitutionalized population!!AGE!!35 to 64 years","Total civilian noninstitutionalized population!!AGE!!65 to 74 years","Total civilian noninstitutionalized population!!AGE!!75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
"        Margin of Error","±1.5","","±2.4","±2.0","","±2.1","±5.2","±12.2","±7.1","±100.0","±2.9","±3.4","±2.8","±2.0","","±1.1","±2.8","±1.6","±2.4","±7.5","±22.2","","±0.9","±0.8","±1.1","±1.0","±1.3","±0.5","±2.3","±5.0","±3.8","±10.4","±0.7","±1.0","±1.3","±1.3","±0.8","±0.4","±1.4","±4.4","±5.3","±6.1","±0.8","±1.8","±0.9","±1.4","±1.2","±5.4","±2.3","±11.5","±0.9","±0.7","±0.8","±0.8","±1.4","±8.1","±6.7","±16.6","±0.7","±0.9","±0.7","±0.8","±1.0","±5.0","±4.9","±9.1","±1.0","±0.9","±1.1","±1.3","±6.0","±3.0","±13.7"
"ZCTA5 78745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63,233","","31,966","31,267","","52,693","2,405","462","1,540","0","2,798","3,335","33,155","24,641","","3,897","6,126","19,094","26,049","5,547","2,520","","(X)","10,023","3,897","6,126","45,143","19,094","26,049","8,067","5,547","2,520","(X)","10,023","3,897","6,126","45,143","19,094","26,049","8,067","5,547","2,520","(X)","6,126","45,143","19,094","26,049","8,067","5,547","2,520","(X)","6,126","45,143","19,094","26,049","8,067","5,547","2,520","(X)","6,126","45,143","19,094","26,049","8,067","5,547","2,520","(X)","45,143","19,094","26,049","8,067","5,547","2,520"
"        Margin of Error","±3,117","","±1,786","±1,910","","±2,726","±673","±179","±449","±33","±1,040","±747","±2,313","±2,089","","±992","±623","±1,377","±1,642","±811","±379","","(X)","±1,236","±992","±623","±2,234","±1,377","±1,642","±855","±811","±379","(X)","±1,236","±992","±623","±2,234","±1,377","±1,642","±855","±811","±379","(X)","±623","±2,234","±1,377","±1,642","±855","±811","±379","(X)","±623","±2,234","±1,377","±1,642","±855","±811","±379","(X)","±623","±2,234","±1,377","±1,642","±855","±811","±379","(X)","±2,234","±1,377","±1,642","±855","±811","±379"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,502","","2,824","2,678","","4,617","226","74","106","0","242","237","3,211","1,866","","0","391","831","2,015","992","1,273","","1,422","0","0","0","650","186","464","772","289","483","855","30","0","30","483","105","378","342","101","241","2,162","293","1,128","525","603","741","329","412","2,821","68","1,051","154","897","1,702","798","904","1,118","107","343","171","172","668","276","392","2,103","906","357","549","1,197","467","730"
"        Margin of Error","±646","","±433","±454","","±563","±129","±58","±122","±33","±138","±103","±485","±333","","±33","±143","±326","±330","±293","±237","","±254","±33","±33","±33","±187","±107","±162","±202","±123","±143","±208","±35","±33","±35","±164","±78","±141","±123","±69","±104","±392","±131","±306","±291","±142","±234","±197","±140","±451","±58","±272","±101","±257","±344","±255","±201","±302","±72","±136","±112","±80","±265","±205","±148","±423","±235","±147","±185","±300","±224","±192"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8.7%","","8.8%","8.6%","","8.8%","9.4%","16.0%","6.9%","-","8.6%","7.1%","9.7%","7.6%","","0.0%","6.4%","4.4%","7.7%","17.9%","50.5%","","2.2%","0.0%","0.0%","0.0%","1.4%","1.0%","1.8%","9.6%","5.2%","19.2%","1.4%","0.3%","0.0%","0.5%","1.1%","0.5%","1.5%","4.2%","1.8%","9.6%","3.6%","4.8%","2.5%","2.7%","2.3%","9.2%","5.9%","16.3%","4.8%","1.1%","2.3%","0.8%","3.4%","21.1%","14.4%","35.9%","1.9%","1.7%","0.8%","0.9%","0.7%","8.3%","5.0%","15.6%","4.0%","2.0%","1.9%","2.1%","14.8%","8.4%","29.0%"
"        Margin of Error","±1.0","","±1.3","±1.4","","±1.1","±5.5","±11.7","±7.3","**","±4.8","±3.0","±1.4","±1.5","","±1.1","±2.3","±1.7","±1.2","±5.2","±7.6","","±0.4","±0.4","±1.1","±0.7","±0.4","±0.6","±0.6","±2.6","±2.3","±6.1","±0.3","±0.3","±1.1","±0.6","±0.4","±0.4","±0.5","±1.6","±1.3","±3.9","±0.7","±2.1","±0.7","±1.5","±0.6","±2.8","±3.4","±5.1","±0.8","±1.0","±0.6","±0.5","±1.0","±4.3","±4.4","±6.9","±0.5","±1.2","±0.3","±0.6","±0.3","±3.2","±3.5","±5.5","±0.8","±0.5","±0.8","±0.7","±3.7","±3.9","±6.8"
"ZCTA5 78746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,568","","13,301","14,267","","24,132","321","9","2,079","0","475","552","20,688","4,098","","1,113","5,783","4,354","12,182","2,611","1,525","","(X)","6,896","1,113","5,783","16,536","4,354","12,182","4,136","2,611","1,525","(X)","6,896","1,113","5,783","16,536","4,354","12,182","4,136","2,611","1,525","(X)","5,783","16,536","4,354","12,182","4,136","2,611","1,525","(X)","5,783","16,536","4,354","12,182","4,136","2,611","1,525","(X)","5,783","16,536","4,354","12,182","4,136","2,611","1,525","(X)","16,536","4,354","12,182","4,136","2,611","1,525"
"        Margin of Error","±1,026","","±638","±612","","±1,111","±134","±10","±526","±26","±282","±150","±1,099","±737","","±188","±503","±511","±585","±240","±222","","(X)","±503","±188","±503","±755","±511","±585","±299","±240","±222","(X)","±503","±188","±503","±755","±511","±585","±299","±240","±222","(X)","±503","±755","±511","±585","±299","±240","±222","(X)","±503","±755","±511","±585","±299","±240","±222","(X)","±503","±755","±511","±585","±299","±240","±222","(X)","±755","±511","±585","±299","±240","±222"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,603","","971","632","","1,347","0","0","93","0","86","77","1,204","202","","9","192","147","455","246","554","","583","19","9","10","202","9","193","362","102","260","290","64","0","64","79","19","60","147","17","130","600","112","220","46","174","268","64","204","673","5","221","48","173","447","41","406","367","59","114","21","93","194","36","158","492","165","62","103","327","65","262"
"        Margin of Error","±259","","±184","±157","","±237","±26","±26","±74","±26","±69","±58","±209","±103","","±14","±68","±76","±145","±79","±128","","±169","±22","±14","±16","±102","±15","±101","±97","±45","±87","±93","±47","±26","±47","±52","±18","±52","±73","±18","±71","±140","±57","±90","±33","±88","±97","±55","±84","±167","±6","±111","±55","±96","±112","±28","±107","±125","±42","±71","±33","±63","±76","±27","±72","±132","±83","±48","±72","±118","±48","±98"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.8%","","7.3%","4.4%","","5.6%","0.0%","0.0%","4.5%","-","18.1%","13.9%","5.8%","4.9%","","0.8%","3.3%","3.4%","3.7%","9.4%","36.3%","","2.1%","0.3%","0.8%","0.2%","1.2%","0.2%","1.6%","8.8%","3.9%","17.0%","1.1%","0.9%","0.0%","1.1%","0.5%","0.4%","0.5%","3.6%","0.7%","8.5%","2.3%","1.9%","1.3%","1.1%","1.4%","6.5%","2.5%","13.4%","2.5%","0.1%","1.3%","1.1%","1.4%","10.8%","1.6%","26.6%","1.4%","1.0%","0.7%","0.5%","0.8%","4.7%","1.4%","10.4%","2.4%","1.0%","1.4%","0.8%","7.9%","2.5%","17.2%"
"        Margin of Error","±0.9","","±1.4","±1.1","","±1.0","±13.1","±100.0","±3.3","**","±10.3","±9.0","±1.0","±2.6","","±1.3","±1.3","±1.8","±1.2","±3.0","±8.1","","±0.6","±0.3","±1.3","±0.3","±0.6","±0.3","±0.8","±2.3","±1.7","±5.8","±0.3","±0.7","±4.0","±0.9","±0.3","±0.4","±0.4","±1.8","±0.7","±4.7","±0.5","±1.0","±0.5","±0.8","±0.7","±2.4","±2.1","±5.5","±0.6","±0.1","±0.7","±1.3","±0.8","±2.6","±1.1","±6.9","±0.5","±0.7","±0.4","±0.8","±0.5","±1.8","±1.0","±4.6","±0.6","±0.5","±1.2","±0.6","±2.8","±1.9","±6.4"
"ZCTA5 78747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,031","","10,177","9,854","","13,761","800","211","711","0","3,759","789","6,654","11,175","","1,176","3,614","4,966","8,004","1,566","705","","(X)","4,790","1,176","3,614","12,970","4,966","8,004","2,271","1,566","705","(X)","4,790","1,176","3,614","12,970","4,966","8,004","2,271","1,566","705","(X)","3,614","12,970","4,966","8,004","2,271","1,566","705","(X)","3,614","12,970","4,966","8,004","2,271","1,566","705","(X)","3,614","12,970","4,966","8,004","2,271","1,566","705","(X)","12,970","4,966","8,004","2,271","1,566","705"
"        Margin of Error","±1,146","","±801","±721","","±1,389","±285","±177","±329","±26","±1,016","±432","±970","±1,040","","±337","±556","±692","±899","±264","±202","","(X)","±559","±337","±556","±1,058","±692","±899","±336","±264","±202","(X)","±559","±337","±556","±1,058","±692","±899","±336","±264","±202","(X)","±556","±1,058","±692","±899","±336","±264","±202","(X)","±556","±1,058","±692","±899","±336","±264","±202","(X)","±556","±1,058","±692","±899","±336","±264","±202","(X)","±1,058","±692","±899","±336","±264","±202"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,815","","761","1,054","","1,351","82","25","76","0","171","110","819","684","","38","247","284","583","328","335","","658","79","38","41","237","85","152","342","104","238","303","83","0","83","134","65","69","86","25","61","637","186","302","199","103","149","0","149","907","54","351","99","252","502","224","278","455","98","188","74","114","169","61","108","659","342","161","181","317","86","231"
"        Margin of Error","±388","","±236","±249","","±358","±71","±36","±77","±26","±159","±97","±253","±222","","±59","±149","±121","±222","±143","±126","","±232","±92","±59","±43","±127","±78","±88","±130","±68","±111","±164","±78","±26","±78","±97","±65","±66","±71","±30","±66","±223","±127","±138","±115","±82","±101","±26","±101","±259","±51","±185","±82","±151","±180","±135","±123","±240","±92","±176","±74","±137","±108","±79","±79","±187","±142","±92","±107","±140","±79","±121"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.1%","","7.5%","10.7%","","9.8%","10.3%","11.8%","10.7%","-","4.5%","13.9%","12.3%","6.1%","","3.2%","6.8%","5.7%","7.3%","20.9%","47.5%","","3.3%","1.6%","3.2%","1.1%","1.8%","1.7%","1.9%","15.1%","6.6%","33.8%","1.5%","1.7%","0.0%","2.3%","1.0%","1.3%","0.9%","3.8%","1.6%","8.7%","3.4%","5.1%","2.3%","4.0%","1.3%","6.6%","0.0%","21.1%","4.8%","1.5%","2.7%","2.0%","3.1%","22.1%","14.3%","39.4%","2.4%","2.7%","1.4%","1.5%","1.4%","7.4%","3.9%","15.3%","4.3%","2.6%","3.2%","2.3%","14.0%","5.5%","32.8%"
"        Margin of Error","±1.9","","±2.3","±2.4","","±2.5","±8.6","±15.4","±9.4","**","±4.1","±8.6","±3.9","±2.0","","±5.1","±4.3","±2.3","±2.7","±8.9","±11.0","","±1.1","±1.9","±5.1","±1.2","±1.0","±1.5","±1.1","±5.6","±4.5","±12.3","±0.8","±1.6","±3.8","±2.2","±0.7","±1.3","±0.8","±3.1","±1.9","±8.8","±1.2","±3.7","±1.0","±2.2","±1.0","±4.1","±2.8","±10.8","±1.3","±1.4","±1.4","±1.6","±1.8","±6.9","±8.4","±10.9","±1.2","±2.6","±1.3","±1.5","±1.7","±4.4","±4.9","±9.7","±1.2","±1.0","±1.8","±1.3","±5.4","±4.9","±12.2"
"ZCTA5 78748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","51,895","","25,824","26,071","","41,970","2,732","256","2,540","0","989","3,408","25,916","19,276","","4,228","6,944","14,562","21,495","3,288","1,378","","(X)","11,172","4,228","6,944","36,057","14,562","21,495","4,666","3,288","1,378","(X)","11,172","4,228","6,944","36,057","14,562","21,495","4,666","3,288","1,378","(X)","6,944","36,057","14,562","21,495","4,666","3,288","1,378","(X)","6,944","36,057","14,562","21,495","4,666","3,288","1,378","(X)","6,944","36,057","14,562","21,495","4,666","3,288","1,378","(X)","36,057","14,562","21,495","4,666","3,288","1,378"
"        Margin of Error","±2,949","","±2,088","±1,742","","±3,136","±706","±146","±704","±33","±339","±1,149","±2,290","±2,241","","±895","±974","±1,837","±1,535","±397","±376","","(X)","±1,442","±895","±974","±2,329","±1,837","±1,535","±574","±397","±376","(X)","±1,442","±895","±974","±2,329","±1,837","±1,535","±574","±397","±376","(X)","±974","±2,329","±1,837","±1,535","±574","±397","±376","(X)","±974","±2,329","±1,837","±1,535","±574","±397","±376","(X)","±974","±2,329","±1,837","±1,535","±574","±397","±376","(X)","±2,329","±1,837","±1,535","±574","±397","±376"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,393","","1,599","1,794","","2,749","242","6","131","0","135","130","2,094","835","","27","247","540","1,328","751","500","","1,073","54","14","40","443","44","399","576","310","266","616","36","13","23","349","41","308","231","113","118","1,193","172","761","221","540","260","213","47","1,492","0","826","187","639","666","381","285","451","0","250","172","78","201","113","88","1,167","690","339","351","477","229","248"
"        Margin of Error","±455","","±311","±308","","±450","±141","±11","±94","±33","±81","±95","±382","±183","","±33","±106","±237","±287","±235","±171","","±277","±52","±23","±47","±179","±34","±172","±177","±132","±126","±218","±41","±22","±32","±157","±47","±145","±118","±71","±103","±287","±97","±228","±111","±182","±163","±156","±35","±328","±33","±247","±171","±183","±239","±191","±115","±232","±33","±187","±170","±56","±150","±128","±63","±306","±261","±216","±143","±186","±133","±122"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.5%","","6.2%","6.9%","","6.5%","8.9%","2.3%","5.2%","-","13.7%","3.8%","8.1%","4.3%","","0.6%","3.6%","3.7%","6.2%","22.8%","36.3%","","2.1%","0.5%","0.3%","0.6%","1.2%","0.3%","1.9%","12.3%","9.4%","19.3%","1.2%","0.3%","0.3%","0.3%","1.0%","0.3%","1.4%","5.0%","3.4%","8.6%","2.5%","2.5%","2.1%","1.5%","2.5%","5.6%","6.5%","3.4%","3.1%","0.0%","2.3%","1.3%","3.0%","14.3%","11.6%","20.7%","0.9%","0.0%","0.7%","1.2%","0.4%","4.3%","3.4%","6.4%","2.9%","1.9%","2.3%","1.6%","10.2%","7.0%","18.0%"
"        Margin of Error","±0.9","","±1.3","±1.1","","±1.1","±5.2","±4.6","±3.3","**","±7.3","±3.1","±1.4","±1.0","","±0.8","±1.5","±1.7","±1.3","±6.5","±10.5","","±0.5","±0.5","±0.5","±0.7","±0.5","±0.2","±0.8","±3.5","±3.7","±7.8","±0.4","±0.4","±0.5","±0.5","±0.4","±0.3","±0.7","±2.6","±2.3","±7.3","±0.6","±1.4","±0.6","±0.8","±0.8","±3.3","±4.4","±2.7","±0.7","±0.6","±0.7","±1.2","±0.8","±4.8","±5.6","±7.4","±0.5","±0.6","±0.5","±1.2","±0.3","±3.1","±3.8","±4.5","±0.8","±0.7","±1.5","±0.6","±3.9","±4.0","±8.9"
"ZCTA5 78749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38,401","","18,347","20,054","","28,755","1,331","34","4,253","0","928","3,100","22,201","8,124","","1,887","6,053","7,866","17,845","3,591","1,159","","(X)","7,940","1,887","6,053","25,711","7,866","17,845","4,750","3,591","1,159","(X)","7,940","1,887","6,053","25,711","7,866","17,845","4,750","3,591","1,159","(X)","6,053","25,711","7,866","17,845","4,750","3,591","1,159","(X)","6,053","25,711","7,866","17,845","4,750","3,591","1,159","(X)","6,053","25,711","7,866","17,845","4,750","3,591","1,159","(X)","25,711","7,866","17,845","4,750","3,591","1,159"
"        Margin of Error","±2,253","","±1,259","±1,317","","±1,821","±525","±41","±775","±30","±534","±1,122","±1,572","±1,368","","±508","±740","±911","±1,400","±645","±294","","(X)","±818","±508","±740","±1,747","±911","±1,400","±699","±645","±294","(X)","±818","±508","±740","±1,747","±911","±1,400","±699","±645","±294","(X)","±740","±1,747","±911","±1,400","±699","±645","±294","(X)","±740","±1,747","±911","±1,400","±699","±645","±294","(X)","±740","±1,747","±911","±1,400","±699","±645","±294","(X)","±1,747","±911","±1,400","±699","±645","±294"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,353","","1,028","1,325","","1,894","129","13","104","0","86","127","1,561","421","","0","173","300","940","490","450","","806","57","0","57","244","16","228","505","263","242","363","0","0","0","203","44","159","160","39","121","817","116","517","204","313","184","35","149","993","0","459","80","379","534","238","296","391","0","164","71","93","227","43","184","970","574","170","404","396","146","250"
"        Margin of Error","±483","","±257","±347","","±424","±98","±22","±93","±30","±133","±86","±363","±247","","±30","±123","±138","±343","±201","±201","","±297","±70","±30","±70","±163","±25","±162","±221","±164","±142","±142","±30","±30","±30","±119","±47","±116","±115","±38","±108","±311","±100","±231","±99","±226","±136","±40","±131","±287","±30","±181","±67","±173","±198","±110","±165","±172","±30","±88","±64","±67","±147","±35","±145","±352","±241","±110","±228","±220","±122","±160"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.1%","","5.6%","6.6%","","6.6%","9.7%","38.2%","2.4%","-","9.3%","4.1%","7.0%","5.2%","","0.0%","2.9%","3.8%","5.3%","13.6%","38.8%","","2.1%","0.7%","0.0%","0.9%","0.9%","0.2%","1.3%","10.6%","7.3%","20.9%","0.9%","0.0%","0.0%","0.0%","0.8%","0.6%","0.9%","3.4%","1.1%","10.4%","2.2%","1.9%","2.0%","2.6%","1.8%","3.9%","1.0%","12.9%","2.7%","0.0%","1.8%","1.0%","2.1%","11.2%","6.6%","25.5%","1.1%","0.0%","0.6%","0.9%","0.5%","4.8%","1.2%","15.9%","3.2%","2.2%","2.2%","2.3%","8.3%","4.1%","21.6%"
