"Label (Grouping)","ZCTA5 78610!!Estimate","ZCTA5 78612!!Estimate","ZCTA5 78613!!Estimate","ZCTA5 78615!!Estimate","ZCTA5 78617!!Estimate","ZCTA5 78620!!Estimate","ZCTA5 78621!!Estimate","ZCTA5 78634!!Estimate","ZCTA5 78641!!Estimate","ZCTA5 78645!!Estimate","ZCTA5 78652!!Estimate","ZCTA5 78653!!Estimate","ZCTA5 78654!!Estimate","ZCTA5 78660!!Estimate","ZCTA5 78663!!Estimate","ZCTA5 78664!!Estimate","ZCTA5 78669!!Estimate","ZCTA5 78701!!Estimate","ZCTA5 78702!!Estimate","ZCTA5 78703!!Estimate","ZCTA5 78704!!Estimate","ZCTA5 78705!!Estimate","ZCTA5 78712!!Estimate","ZCTA5 78719!!Estimate","ZCTA5 78721!!Estimate","ZCTA5 78722!!Estimate","ZCTA5 78723!!Estimate","ZCTA5 78724!!Estimate","ZCTA5 78725!!Estimate","ZCTA5 78726!!Estimate","ZCTA5 78727!!Estimate","ZCTA5 78728!!Estimate","ZCTA5 78729!!Estimate","ZCTA5 78730!!Estimate","ZCTA5 78731!!Estimate","ZCTA5 78732!!Estimate","ZCTA5 78733!!Estimate","ZCTA5 78734!!Estimate","ZCTA5 78735!!Estimate","ZCTA5 78736!!Estimate","ZCTA5 78737!!Estimate","ZCTA5 78738!!Estimate","ZCTA5 78739!!Estimate","ZCTA5 78741!!Estimate","ZCTA5 78742!!Estimate","ZCTA5 78744!!Estimate","ZCTA5 78745!!Estimate","ZCTA5 78746!!Estimate","ZCTA5 78747!!Estimate","ZCTA5 78748!!Estimate","ZCTA5 78749!!Estimate","ZCTA5 78750!!Estimate","ZCTA5 78751!!Estimate","ZCTA5 78752!!Estimate","ZCTA5 78753!!Estimate","ZCTA5 78754!!Estimate","ZCTA5 78756!!Estimate","ZCTA5 78757!!Estimate","ZCTA5 78758!!Estimate","ZCTA5 78759!!Estimate","Travis County, Texas!!Estimate"
"Total","39,498","16,234","83,876","1,363","28,376","18,420","24,590","37,298","78,568","11,873","5,763","29,622","18,524","101,937","782","63,661","14,038","11,903","25,393","20,297","51,422","33,262","887","1,803","11,054","6,713","37,552","25,328","8,303","13,304","31,856","21,857","27,707","10,527","27,664","18,535","8,711","19,711","18,211","10,010","20,609","15,090","20,631","47,529","888","48,551","63,287","27,671","20,137","52,076","38,503","33,860","16,138","20,779","60,035","26,508","9,450","26,485","50,575","45,901","1,250,884"
